id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-6.39675173889357,-3.97213005548556,0,0,1
7,0.0,-5.620815330244429,0,0,1
8,6.39675173889357,-3.97213005548556,0,0,1
