id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-7.584256401604828,1.9394340963967023,0,0,1
7,-5.25,7.3,0,0,1
8,0.0,9.0,0,0,1
9,5.25,7.3,0,0,1
10,7.584256401604828,1.9394340963967023,0,0,1
