id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-6.833641171410309,1.5039010395438404,0,0,1
7,-5.443987119052654,2.8445784641964305,0,0,1
8,0.0224139030386386,5.062580517683712,0,0,1
9,5.443987119052654,2.8445784641964305,0,0,1
10,6.833641171410309,1.5039010395438404,0,0,1
