id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-6.968241521145629,1.198489001161822,0,0,1
7,-3.75,3.8,0,0,1
8,0.003938699438447109,4.270161247321602,0,0,1
9,3.75,3.8,0,0,1
10,6.968241521145629,1.198489001161822,0,0,1
11,-6.411024472461496,1.961461537693336,0,0,1
12,6.411024472461496,1.961461537693336,0,0,1
