id,start,end,min_dist,max_dist
0,0,1,1
1,1,2,1
2,2,3,1
3,3,4,1
4,4,5,1
5,6,7,1
6,7,8,1
7,0,6,1
8,1,6,1
9,6,2,1
10,2,7,1
11,3,7,1
12,8,3,1
13,4,8,1
14,5,8,1
