id,x,y,fix_x,fix_y,movable_x,movable_y
0,-7.5,0.0,1,1,0,0
1,-5.0,0.0,0,0,0,0
2,-2.5,0.0,0,0,0,0
3,0.0,0.0,0,0,0,0
4,2.5,0.0,0,0,0,0
5,5.0,0.0,0,0,0,0
6,7.5,0.0,0,1,0,0
7,-7.04045103349119,-1.8041242821635572,0,0,1,1
8,-6.339796210943785,-3.182440344671828,0,0,1,1
9,-2.773599641302083,-5.273605040294136,0,0,1,1
10,2.773599641302083,-5.273605040294136,0,0,1,1
11,6.339796210943785,-3.182440344671828,0,0,1,1
12,7.04045103349119,-1.8041242821635572,0,0,1,1
