id,x,y,fix_x,fix_y,movable_x,movable_y
0,-7.5,0.0,1,1,0,0
1,-4.585387923361592,0.0,0,0,1,0
2,-1.6284953234641593,0.0,0,0,1,0
3,0.0,0.0,0,0,1,0
4,1.6284953234641593,0.0,0,0,1,0
5,4.585387923361592,0.0,0,0,1,0
6,7.5,0.0,0,1,0,0
7,-6.512044918694929,-3.5827535470646374,0,0,1,1
8,0.0,-6.593069888263791,0,0,1,1
9,6.512044918694929,-3.5827535470646374,0,0,1,1
