id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-6.227370472492957,-2.3146453140333105,0,0,1
7,-4.2786227611681,-4.43062489027048,0,0,1
8,0.0,-5.784650072490839,0,0,1
9,4.2786227611681,-4.43062489027048,0,0,1
10,6.227370472492957,-2.3146453140333105,0,0,1
