id,x,y,fix_x,fix_y,movable
0,-7.5,0.0,1,1,0
1,-4.5,0.0,0,0,0
2,-1.5,0.0,0,0,0
3,1.5,0.0,0,0,0
4,4.5,0.0,0,0,0
5,7.5,0.0,0,1,0
6,-6.831113829434115,1.5059552310908608,0,0,1
7,-5.420536982665864,2.8574078437785193,0,0,1
8,0.0,5.0625324614758265,0,0,1
9,5.420536982665864,2.8574078437785193,0,0,1
10,6.831113829434115,1.5059552310908608,0,0,1
